"SEX","AGE","GEO","UNIT","TIME","ISCED11","Value","Flag and Footnotes"
"Females","75 years or over","Cyprus","Percentage","2014","All ISCED 2011 levels ","24.2",""
"Females","75 years or over","Latvia","Percentage","2014","All ISCED 2011 levels ","11.5",""
"Females","75 years or over","Lithuania","Percentage","2014","All ISCED 2011 levels ","9.8",""
"Females","75 years or over","Luxembourg","Percentage","2014","All ISCED 2011 levels ","14.0",""
"Females","75 years or over","Hungary","Percentage","2014","All ISCED 2011 levels ","18.8",""
"Females","75 years or over","Malta","Percentage","2014","All ISCED 2011 levels ","50.2",""
"Females","75 years or over","Netherlands","Percentage","2014","All ISCED 2011 levels ","46.5",""
"Females","75 years or over","Austria","Percentage","2014","All ISCED 2011 levels ","11.5",""
"Females","75 years or over","Poland","Percentage","2014","All ISCED 2011 levels ","13.8",""
"Females","75 years or over","Portugal","Percentage","2014","All ISCED 2011 levels ","10.4",""
"Females","75 years or over","Romania","Percentage","2014","All ISCED 2011 levels ","8.3",""
"Females","75 years or over","Slovenia","Percentage","2014","All ISCED 2011 levels ","15.2",""
"Females","75 years or over","Slovakia","Percentage","2014","All ISCED 2011 levels ","12.8",""
"Females","75 years or over","Finland","Percentage","2014","All ISCED 2011 levels ","30.5",""
"Females","75 years or over","Sweden","Percentage","2014","All ISCED 2011 levels ","12.6",""
"Females","75 years or over","United Kingdom","Percentage","2014","All ISCED 2011 levels ","13.2",""
"Females","75 years or over","Iceland","Percentage","2014","All ISCED 2011 levels ","34.8",""
"Females","75 years or over","Norway","Percentage","2014","All ISCED 2011 levels ","21.9",""
"Females","75 years or over","Turkey","Percentage","2014","All ISCED 2011 levels ","3.8",""
